Prompt,Response
Write a function to filter odd numbers.,"```python
def filter_odd_numbers(numbers):
    return list(filter(lambda x: x % 2 == 1, numbers))
```"
Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,"```python
def convert_date_format(date):
    return ""-"".join(date.split(""-"")[::-1])

# Test
print(convert_date_format(""2023-05-15""))  # Output: ""15-05-2023""
```"
Write a function to sort the given array by using shell sort.,"```python
def shell_sort(arr):
    n = len(arr)
    gap = n // 2
    while gap > 0:
        for i in range(gap, n):
            temp = arr[i]
            j = i
            while j >= gap and arr[j - gap] > temp:
                arr[j] = arr[j - gap]
                j -= gap
            arr[j] = temp
        gap //= 2
    return arr
```"
Write a function to extract the elementwise and tuples from the given two tuples.,"```python
def extract_elements(t1, t2):
    elements = []
    
    for i in range(len(t1)):
        elements.append((t1[i], t2[i]))
    
    return elements

# Testing the function
t1 = (1, 2, 3)
t2 = (4, 5, 6)
result = extract_elements(t1, t2)
print(result)
```"
Write a function to find the directrix of a parabola.,"```python
def find_directrix(focus, directrix_distance):
    return focus[1] - directrix_distance
```"
Write a function that takes two lists and returns true if they have at least one common element.,"```python
def have_common_element(list1, list2):
    return any(element in list1 for element in list2)
```"
Write a function to find the median length of a trapezium.,"```python
def calculate_median_length(base1, base2, height):
    return (base1 + base2 + 2 * height) / 2

# Example calculation
base1 = 5
base2 = 7
height = 4
median_length = calculate_median_length(base1, base2, height)
print(median_length)
```"
Write a function to check whether the entered number is greater than the elements of the given array.,"```python
def check_greater_number(arr, num):
    return all(num > elem for elem in arr)

# Example usage
arr = [1, 2, 3, 4, 5]
number = 6
result = check_greater_number(arr, number)
print(result)
```"
Write a function that matches a string that has an a followed by one or more b's.,"import re

def match_string(input_str):
    pattern = r'ab+'
    if re.search(pattern, input_str):
        return True
    else:
        return False

# Test the function
print(match_string(""ab""))  # True
print(match_string(""acb""))  # False
print(match_string(""abbb""))  # True"
Write a python function to find the last digit of a given number.,"```python
def last_digit(number):
    return number % 10

# Test the function
print(last_digit(12345))  # Output: 5
print(last_digit(987654321))  # Output: 1
print(last_digit(0))  # Output: 0
```"
Write a python function to return the negative numbers in a list.,"```python
def get_negative_numbers(lst):
    return [num for num in lst if num < 0]
```"
Write a function to remove odd characters in a string.,"```python
def remove_odd_characters(s):
    return ''.join(char for idx, char in enumerate(s) if idx % 2 == 0)

# Example
result = remove_odd_characters(""abcdef"")
print(result)  # Output: ""ace""
```"
Write a function to count bidirectional tuple pairs.,"Sure, here is a Python function that counts bidirectional tuple pairs in a given list of tuples:

```python
def count_bidirectional_tuples(tuples):
    count = 0
    for i, tuple1 in enumerate(tuples):
        for j, tuple2 in enumerate(tuples):
            if i != j:
                if tuple1 == tuple2[::-1]:
                    count += 1
    return count // 2  # Since pairs are bidirectional, we divide by 2 to avoid double-counting

# Test the function
tuples = [(1, 2), (2, 1), (3, 4), (4, 3), (5, 6)]
result = count_bidirectional_tuples(tuples)
print(""Number of bidirectional tuple pairs:"", result)
```

This function iterates through all pairs of tuples in the list and compares each pair to see if one is the reverse of the other. If a bidirectional pair is found, the count is incremented."
Write a function to join a list of multiple integers into a single integer.,"```python
def join_integers(integers):
    joined_int = int("""".join(map(str, integers)))
    return joined_int
```"
Write a function to find the first adverb and their positions in a given sentence.,"```python
import spacy

def find_first_adverb_positions(sentence):
    nlp = spacy.load(""en_core_web_sm"")
    doc = nlp(sentence)
    
    adverb_positions = []
    for token in doc:
        if token.pos_ == 'ADV':
            adverb_positions.append((token.text, token.idx))
            break
    
    return adverb_positions

# Example usage
sentence = ""She quickly ran through the park.""
result = find_first_adverb_positions(sentence)
print(result)
```"
Write a function to find the surface area of a cube of a given size.,"```python
def surface_area_of_cube(side_length):
    return 6 * side_length ** 2
```"
Write a function to find the ration of positive numbers in an array of integers.,"```python
def positive_ratio(arr):
    if not arr:
        return 0
    
    positive_count = sum(1 for num in arr if num > 0)
    return positive_count / len(arr)
```"
Write a python function to find the largest negative number from the given list.,"```python
def largest_negative_number(nums):
    max_negative = None
    for num in nums:
        if num < 0 and (max_negative is None or num > max_negative):
            max_negative = num
    return max_negative

# Example usage
nums = [-5, -1, 4, -10, 8, -6]
result = largest_negative_number(nums)
print(result)
```"
Write a function to trim each tuple by k in the given tuple list.,"```python
def trim_tuples(tuple_list, k):
    return [t[:-k] for t in tuple_list]
```"
Write a function to perform index wise multiplication of tuple elements in the given two tuples.,"```python
def index_wise_mult(tup1, tup2):
    return tuple(x * y for x, y in zip(tup1, tup2))

# Test the function
tup1 = (1, 2, 3)
tup2 = (4, 5, 6)
result = index_wise_mult(tup1, tup2)
print(result)
```"
Write a python function to count the occurence of all elements of list in a tuple.,"```python
def count_occurance_list_tuple(lst, tup):
    result = {}
    for item in lst:
        result[item] = tup.count(item)
    return result

# Example
lst = [1, 2, 3]
tup = (1, 2, 2, 3, 3, 3)
print(count_occurance_list_tuple(lst, tup))
```"
Write a function to find cubes of individual elements in a list.,"```python
def find_cubes(lst):
    return [x**3 for x in lst]
```"
Write a function to calculate the sum of perrin numbers.,"```python
def perrin(n):
    p = [3, 0, 2]
    if n <= 2:
        return sum(p[:n+1])
    
    for i in range(3, n+1):
        p.append(p[i-2] + p[i-3])
        
    return sum(p)

# Test the function
n = 10
result = perrin(n)
print(result)
```  "
Write a function to extract specified size of strings from a given list of string values.,"```python
def extract_strings(strings, size):
    return [s[:size] for s in strings]

# Example usage
strings = ['apple', 'banana', 'cherry']
size = 3
result = extract_strings(strings, size)
print(result)
```"
Write a function to remove all whitespaces from the given string.,"```python
def remove_whitespace(input_string):
    return ''.join(input_string.split())

# Example usage
input_string = ""Hello,   World!""
result = remove_whitespace(input_string)
print(result)
```"
Write a function that gives loss amount on a sale if the given amount has loss else return 0.,"Sure, here is the function in Python:

```python
def calculate_loss(sale_price, purchase_price):
    if sale_price < purchase_price:
        return purchase_price - sale_price
    else:
        return 0

# Test the function
sale_price = 50
purchase_price = 70
print(calculate_loss(sale_price, purchase_price))  # Output: 20

sale_price = 100
purchase_price = 80
print(calculate_loss(sale_price, purchase_price))  # Output: 0
```"
Write a python function to find the sum of even factors of a number.,"def sum_of_even_factors(num):
    result = 0
    for i in range(1, num+1):
        if num % i == 0 and i % 2 == 0:
            result += i
    return result

# Test the function
num = 12
print(sum_of_even_factors(num))  # Output: 14"
Write a function that matches a word containing 'z'.,"```python
import re

def match_word_with_z(word):
    return re.search(r'\b\w*z\w*\b', word) is not None
```"
Write a function to check whether the given month number contains 31 days or not.,"```python
def has_31_days(month):
    return month in [1, 3, 5, 7, 8, 10, 12]

# Test the function
print(has_31_days(1))  # Output: True
print(has_31_days(2))  # Output: False
print(has_31_days(3))  # Output: True
```"
Write a function to reverse each string in a given list of string values.,"```python
def reverse_strings(str_list):
    return [s[::-1] for s in str_list]
```"
Write a python function to find the sublist having minimum length.,"```python
def min_length_sublist(lst):
    min_length = float('inf')
    min_sublist = []
    
    for start in range(len(lst)):
        for end in range(start+1, len(lst)+1):
            sub_list = lst[start:end]
            if len(sub_list) < min_length:
                min_length = len(sub_list)
                min_sublist = sub_list
                
    return min_sublist

# Example usage
my_list = [1, 2, 3, 4, 5, 6]
result = min_length_sublist(my_list)
print(result)
```"
Write a function to find the area of a rectangle.,"```python
def calculate_rectangle_area(length, width):
    return length * width
```"
Write a function to remove uppercase substrings from a given string.,"```python
def remove_uppercase_substrings(input_string):
    new_string = """"
    i = 0
    while i < len(input_string):
        if not input_string[i:i+1].isupper():
            new_string += input_string[i]
            i += 1
        else:
            temp_i = i
            while temp_i < len(input_string) and input_string[temp_i:temp_i+1].isupper():
                temp_i += 1
            i = temp_i
    return new_string
    
# Example usage
input_string = ""HeLLo WoRLd""
result = remove_uppercase_substrings(input_string)
print(result)  # Output: ""o""
```"
Write a python function to get the first element of each sublist.,"```python
def get_first_elements(list_of_lists):
    return [sublist[0] for sublist in list_of_lists]

# Example usage
print(get_first_elements([[1, 2, 3], [4, 5, 6], [7, 8, 9]]))  # Output: [1, 4, 7]
```"
Write a python function to count the upper case characters in a given string.,"```python
def count_upper_case_chars(text):
    return sum(1 for char in text if char.isupper())

# Example usage
text = ""Hello World!""
print(count_upper_case_chars(text))  # Output: 2
```"
Write a function to find all possible combinations of the elements of a given list.,"```python
from itertools import combinations

def find_combinations(lst):
    return [list(comb) for r in range(1, len(lst) + 1) for comb in combinations(lst, r)]

# Example usage
lst = [1, 2, 3]
result = find_combinations(lst)
print(result)
```"
Write a function to find the maximum product subarray of the given array.,"```python
def maxProductSubarray(nums):
    if not nums:
        return 0
    
    max_product = nums[0]
    curr_max = nums[0]
    curr_min = nums[0]
    
    for i in range(1, len(nums)):
        if nums[i] < 0:
            curr_max, curr_min = curr_min, curr_max
        
        curr_max = max(nums[i], curr_max * nums[i])
        curr_min = min(nums[i], curr_min * nums[i])
        
        max_product = max(max_product, curr_max)
    
    return max_product
```"
Write a function to check if all values are same in a dictionary.,"```python
def check_all_same_values(dictionary):
    return len(set(dictionary.values())) == 1
```"
Write a function to drop empty items from a given dictionary.,"```python
def drop_empty_items(d):
    return {key: value for key, value in d.items() if value}

# Example usage
input_dict = {'a': 1, 'b': '', 'c': 3, 'd': None, 'e': ' '}
result = drop_empty_items(input_dict)
print(result)
```"
Write a function to find the maximum product formed by multiplying numbers of an increasing subsequence of that array.,"```python
def max_product(nums):
    n = len(nums)
    dp = [1] * n
    for i in range(n):
        for j in range(i):
            if nums[i] > nums[j]:
                dp[i] = max(dp[i], dp[j] * nums[i])
    return max(dp)

# Test the function
print(max_product([3, 6, 2, 9, 8]))  # Output should be 108 (3 * 6 * 9)
```"
Write a function to find the pairwise addition of the neighboring elements of the given tuple.,"```python
def pairwise_addition(t):
    return tuple(t[i] + t[i+1] for i in range(0, len(t)-1))

# Test the function
t = (1, 2, 3, 4, 5)
result = pairwise_addition(t)
print(result)
```"
Write a python function to find the product of the array multiplication modulo n.,"```python
def array_product_modulo_n(arr, n):
    product = 1
    for num in arr:
        product = (product * num) % n
    return product

# Example usage
arr = [3, 5, 2]
n = 7
result = array_product_modulo_n(arr, n)
print(result)
```"
Write a python function to check whether the given list contains consecutive numbers or not.,"```python
def has_consecutive_numbers(lst):
    return all(lst[i] + 1 == lst[i + 1] for i in range(len(lst) - 1))

# Test the function
print(has_consecutive_numbers([1, 2, 3, 4, 5]))  # True
print(has_consecutive_numbers([1, 3, 5, 7, 9]))  # False
```"
Write a function to find the tuple intersection of elements in the given tuple list irrespective of their order.,"```python
def tuple_intersection(tuple_list):
    result = set(tuple_list[0])
    for tpl in tuple_list[1:]:
        result = result.intersection(set(tpl))
    return tuple(result)

# Example
tuple_list = [(1, 2, 3), (2, 3, 4), (2, 5, 6)]
print(tuple_intersection(tuple_list))
```  "
Write a function to replace characters in a string.,"```python
def replace_chars(string, chars_to_replace, replacement_char):
    new_string = ''
    for char in string:
        if char in chars_to_replace:
            new_string += replacement_char
        else:
            new_string += char
    return new_string

# Example usage
result = replace_chars(""hello world"", ""aeiou"", ""*"")
print(result)  # Output: h*ll* w*rld
```"
Write a function to sort a dictionary by value.,"```python
def sort_dict_by_value(input_dict):
    return {k: v for k, v in sorted(input_dict.items(), key=lambda item: item[1])}
```"
Write a python function to find the sum of the largest and smallest value in a given array.,"```python
def sum_largest_and_smallest(arr):
    return max(arr) + min(arr)
```"
Write a python function to convert the given string to lower case.,"```python
def convert_to_lower_case(input_str):
    return input_str.lower()
```"
Write a function to remove lowercase substrings from a given string.,"```python
def remove_lowercases(s):
    return ''.join(char for char in s if not char.islower())

# Example
string = ""Hello WoRld123""
result = remove_lowercases(string)
print(result)  # Output: ""HWR123""
```"
Write a python function to find the first digit of a given number.,"```python
def find_first_digit(num):
    while num >= 10:
        num = num // 10
    return num

# Test the function
number = 56321
print(find_first_digit(number))  # Output: 5
```"
Write a python function which takes a list of integers and only returns the odd ones.,"```python
def get_odd_numbers(numbers):
    return [num for num in numbers if num % 2 != 0]
```"
Write a python function to find the difference between the sum of cubes of the first n natural numbers and the sum of the first n natural numbers.,"```python
def difference_of_sums_of_cubes_and_sums(n):
    sum_of_cubes = sum([i**3 for i in range(1, n+1)])
    sum_of_numbers = sum(range(1, n+1))
    
    return sum_of_cubes - sum_of_numbers

# Example usage
n = 5
result = difference_of_sums_of_cubes_and_sums(n)
print(result)
```"
Write a python function to count the number of pairs whose xor value is odd.,"```python
def count_pairs_with_odd_xor(arr):
    odd_count = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            if (arr[i] ^ arr[j]) % 2 != 0:
                odd_count += 1
    return odd_count

# Test the function
arr = [2, 5, 7, 10]
result = count_pairs_with_odd_xor(arr)
print(result)
```"
Write a function to toggle the case of all characters in a string.,"```python
def toggle_case(s):
    return s.swapcase()

# Test the function
result = toggle_case(""Hello, World!"")
print(result)  # Output: hELLO, wORLD!
```"
Write a python function to find the sum of the per-digit difference between two integers.,"```python
def find_digit_difference_sum(num1, num2):
    diff_sum = 0
    str_num1 = str(num1)
    str_num2 = str(num2)
    
    for digit1, digit2 in zip(str_num1, str_num2):
        diff_sum += abs(int(digit1) - int(digit2))
    
    return diff_sum

# Test the function
num1 = 12345
num2 = 56789
print(find_digit_difference_sum(num1, num2))  # Output: 20
```"
Write a function to find the sum of the largest contiguous sublist in the given list.,"```python
def max_contiguous_sum(arr):
    max_sum = current_sum = arr[0]

    for i in range(1, len(arr)):
        current_sum = max(arr[i], current_sum + arr[i])
        max_sum = max(max_sum, current_sum)

    return max_sum

# Test the function
print(max_contiguous_sum([1, -3, 2, 1, -1]))
```"
Write a function to find the union of the elements of two given tuples and output them in sorted order.,"```python
def find_union(t1, t2):
    union = set(t1).union(set(t2))
    return tuple(sorted(union))

# Example usage
t1 = (1, 2, 3)
t2 = (3, 4, 5)
result = find_union(t1, t2)
print(result)
```"
Write a python function to find the length of the longest sublists.,"```python
def longest_sublist_length(lst):
    if not lst:
        return 0
    max_length = 0
    current_length = 0
    for item in lst:
        if isinstance(item, list):
            current_length += 1
        else:
            if current_length > max_length:
                max_length = current_length
            current_length = 0
    if current_length > max_length:
        max_length = current_length
    return max_length

# Example usage
lst = [1, 2, [3, 4], 5, [6, 7, 8], [9]]
print(longest_sublist_length(lst))  # Output: 3
```"
Write a function to extract values between quotation marks from a string.,"```python
import re

def extract_quoted_values(input_string):
    return re.findall(r'""([^""]*)""', input_string)

# Example usage
input_string = 'This is a ""sample"" string with ""quoted"" values.'
extracted_values = extract_quoted_values(input_string)
print(extracted_values)
```"
Write a python function which takes a list of integers and counts the number of possible unordered pairs where both elements are unequal.,"```python
def count_unique_pairs(arr):
    n = len(arr)
    count = n * (n - 1) // 2
    return count

# Example usage
nums = [1, 2, 3, 4]
print(count_unique_pairs(nums))  # Output: 6
```"
Write a python function to split a string into characters.,"```python
def split_string_into_characters(input_string):
    return list(input_string)

# Example usage
input_string = ""Hello""
result = split_string_into_characters(input_string)
print(result)
```"
Write a function to get the sum of the digits of a non-negative integer.,"```python
def sum_of_digits(n):
    if n < 0:
        return ""Input must be a non-negative integer.""
    return sum(int(digit) for digit in str(n))

# Test the function
print(sum_of_digits(123))  # Output: 6
print(sum_of_digits(9876))  # Output: 30
print(sum_of_digits(0))  # Output: 0
print(sum_of_digits(-123))  # Output: Input must be a non-negative integer.
```"
Write a function to check whether a specified list is sorted or not.,"```python
def is_sorted(lst):
    return all(lst[i] <= lst[i+1] for i in range(len(lst)-1))

# Example usage
print(is_sorted([1, 2, 3, 4, 5]))  # Output: True
print(is_sorted([5, 4, 3, 2, 1]))  # Output: False
```"
Write a function to create a list of N empty dictionaries.,"```python
def create_empty_dict_list(N):
    return [{} for _ in range(N)]

# Example usage
N = 5
empty_dict_list = create_empty_dict_list(N)
print(empty_dict_list)
```"
Write a function to sort each sublist of strings in a given list of lists.,"```python
def sort_sublists(lst):
    for sublst in lst:
        sublst.sort()

# Example
list_of_lists = [[""banana"", ""apple"", ""orange""], [""zebra"", ""lion"", ""elephant""], [""carrot"", ""broccoli""]]
sort_sublists(list_of_lists)
print(list_of_lists)
```"
Write a python function to remove duplicate numbers from a given number of lists.,"```python
def remove_duplicates(*lists):
    unique_lists = []
    for lst in lists:
        unique_lists.append(list(set(lst)))
    return unique_lists

# Example usage
list1 = [1, 2, 3, 2, 4]
list2 = [3, 4, 5, 6, 5]
result = remove_duplicates(list1, list2)
print(result)
```"
Write a python function to calculate the product of the unique numbers in a given list.,"```python
def product_of_unique_numbers(nums):
    unique_nums = set(nums)
    result = 1
    for num in unique_nums:
        result *= num
    return result

# Test the function
nums = [2, 3, 3, 4, 5, 5]
print(product_of_unique_numbers(nums))  # Output: 40
```"
Write a function to find the surface area of a cylinder.,"```python
def surface_area_cylinder(radius, height):
    import math
    return 2 * math.pi * radius * (radius + height)
```"
Write a python function to check whether a list is sublist of another or not.,"```python
def is_sublist(main_list, sublist):
    return all(item in main_list for item in sublist)

# Example usage
main_list = [1, 2, 3, 4, 5]
sublist1 = [2, 3]
sublist2 = [4, 6]

print(is_sublist(main_list, sublist1))  # Output: True
print(is_sublist(main_list, sublist2))  # Output: False
```"
Write a python function to find the last digit in factorial of a given number.,"```python
def last_digit_in_factorial(n):
    if n == 0 or n == 1:
        return 1

    result = 1
    for i in range(2, n+1):
        result *= i
        result %= 10
    
    return result

# Example usage
print(last_digit_in_factorial(5))  # Output: 0
print(last_digit_in_factorial(10))  # Output: 0
```"
Write a function to interleave 3 lists of the same length into a single flat list.,"def interleave_lists(list1, list2, list3):
    interleaved = [val for pair in zip(list1, list2, list3) for val in pair]
    return interleaved

# Example
list1 = [1, 2, 3]
list2 = ['a', 'b', 'c']
list3 = [True, False, True]

result = interleave_lists(list1, list2, list3)
print(result)"
Write a function to find the dissimilar elements in the given two tuples.,"```python
def find_dissimilar_elements(tuple1, tuple2):
    return set(tuple1).symmetric_difference(set(tuple2))

tuple1 = (1, 2, 3, 4, 5)
tuple2 = (4, 5, 6, 7, 8)
result = find_dissimilar_elements(tuple1, tuple2)
print(result)
```"
Write a function to remove uneven elements in the nested mixed tuple.,"```python
def remove_uneven_elements(data):
    if not isinstance(data, tuple):
        return data
    return tuple(remove_uneven_elements(item) for item in data if not isinstance(item, int) or item % 2 == 0)

# Example Usage
mixed_tuple = (1, 2, (3, 4, 5), ((6, 7), 8), 9)
result = remove_uneven_elements(mixed_tuple)
print(result)
```"
Write a python function to find the surface area of a square pyramid with a given base edge and height.,"```python
def surface_area_square_pyramid(base_edge, height):
    base_area = base_edge ** 2
    lateral_area = base_edge * (1/2) * (base_edge**2 / 2)**0.5
    surface_area = base_area + lateral_area
    return surface_area
```"
Write a function to check if a dictionary is empty,"```python
def is_dict_empty(my_dict):
    if not my_dict:
        return True
    else:
        return False
```"
Write a function which returns nth catalan number.,"```python
def catalan_number(n):
    if n <= 1:
        return 1
    
    catalan = [0] * (n+1)
    catalan[0], catalan[1] = 1, 1
    
    for i in range(2, n+1):
        for j in range(i):
            catalan[i] += catalan[j] * catalan[i-j-1]
    
    return catalan[n]

# Testing the function
n = 5
result = catalan_number(n)
print(f""The {n}th Catalan number is: {result}"")
```"
Write a function to find the first adverb ending with ly and its positions in a given string.,"```python
def find_adverb(text):
    words = text.split()
    
    for i, word in enumerate(words):
        if word.endswith('ly'):
            return word, (i, i+len(word)-1)
    
    return None, None

# Example usage
text = ""She sings beautifully and dances gracefully.""
adverb, positions = find_adverb(text)
print(""Adverb:"", adverb)
print(""Positions:"", positions)
```"
Write a function to find the n most expensive items in a given dataset.,"```python
def n_most_expensive_items(dataset, n):
    sorted_dataset = sorted(dataset, key=lambda x: x['price'], reverse=True)
    return sorted_dataset[:n]
```"
Write a python function to split a list at the nth eelment and add the first part to the end.,"```python
def split_and_add(lst, n):
    return lst[n:] + lst[:n]

# Test the function
original_list = [1, 2, 3, 4, 5]
n = 2
result = split_and_add(original_list, n)
print(result)
```"
Write a function to convert a list to a tuple.,"def list_to_tuple(lst):
    return tuple(lst)"
Write a python function to find the difference between largest and smallest value in a given list.,"```python
def find_difference(lst):
    return max(lst) - min(lst)

# Example usage
print(find_difference([3, 7, 2, 9, 4]))  # Output: 7
```"
Write a function to find perfect squares between two given numbers.,"```python
def perfect_squares_between(start, end):
    squares = []
    for num in range(start, end + 1):
        if int(num ** 0.5) ** 2 == num:
            squares.append(num)
    return squares

# Example
print(perfect_squares_between(1, 20))  # Output: [1, 4, 9, 16]
```"
Write a function to convert polar coordinates to rectangular coordinates.,"```python
import math

def polar_to_rectangular(r, theta):
    x = r * math.cos(math.radians(theta))
    y = r * math.sin(math.radians(theta))
    return x, y

# Example usage
r = 5
theta = 45
x, y = polar_to_rectangular(r, theta)
print(f""Rectangular coordinates: ({x}, {y})"")
```"
Write a python function to interchange the first and last elements in a list.,"```python
def interchange_first_and_last(lst):
    if len(lst) < 2:
        return lst
    lst[0], lst[-1] = lst[-1], lst[0]
    return lst
```"
Write a python function to find the sum of the product of consecutive binomial co-efficients.,"```python
import math

def binomial_coefficient(n, k):
    return math.comb(n, k)

def sum_of_product_of_consecutive_binomial_coefficients(n):
    total_sum = 0
    for i in range(n):
        total_sum += binomial_coefficient(n, i) * binomial_coefficient(n, i + 1)
    return total_sum

# Example usage
n = 5
result = sum_of_product_of_consecutive_binomial_coefficients(n)
print(result)
```"
Write a function to remove leading zeroes from an ip address.,"```python
def remove_leading_zeroes(ip_address):
    parts = ip_address.split('.')
    sanitized_parts = [str(int(part)) for part in parts]
    return '.'.join(sanitized_parts)

# Test
ip_address = ""192.168.001.001""
sanitized_ip = remove_leading_zeroes(ip_address)
print(sanitized_ip)
```"
Write a function to find the difference of the first even and first odd number of a given list.,"```python
def find_even_odd_difference(numbers):
    even = None
    odd = None
    
    for num in numbers:
        if num % 2 == 0 and even is None:
            even = num
        elif num % 2 != 0 and odd is None:
            odd = num
        
        if even is not None and odd is not None:
            return even - odd
    
    return None

# Test the function
numbers = [3, 8, 5, 2, 9, 10]
result = find_even_odd_difference(numbers)
print(result)  # Output will be 6
```"
Write a python function to count minimum number of swaps required to convert one binary number represented as a string to another.,"```python
def min_swaps(str1, str2):
    count = 0
    for i in range(len(str1)):
        if str1[i] != str2[i]:
            count += 1
    return count // 2

# Example usage
print(min_swaps(""1010"", ""1100""))  # Output: 1
```"
Write a function to find the size in bytes of the given tuple.,"```python
import sys

def tuple_size_in_bytes(t):
    return sys.getsizeof(t)

# Test the function
t = (1, 2, 3)
print(tuple_size_in_bytes(t))  # Output will vary depending on the platform/environment
```"
Write a function to find kth element from the given two sorted arrays.,"```python
def find_kth_element(arr1, arr2, k):
    index1, index2 = 0, 0
    
    while True:
        if index1 == len(arr1):
            return arr2[index2 + k - 1]
        if index2 == len(arr2):
            return arr1[index1 + k - 1]
        if k == 1:
            return min(arr1[index1], arr2[index2])
        
        half = k // 2
        new_index1 = min(index1 + half, len(arr1)) - 1
        new_index2 = min(index2 + half, len(arr2)) - 1
        
        if arr1[new_index1] <= arr2[new_index2]:
            k -= new_index1 - index1 + 1
            index1 = new_index1 + 1
        else:
            k -= new_index2 - index2 + 1
            index2 = new_index2 + 1
```

This function uses a modified version of the binary search algorithm to find the kth element by comparing the elements from both arrays."
Write a function to check whether the given number is armstrong or not.,"```python
def is_armstrong(num):
    num_str = str(num)
    num_len = len(num_str)
    armstrong_sum = sum(int(digit) ** num_len for digit in num_str)
    
    if armstrong_sum == num:
        return True
    else:
        return False

# Test the function
print(is_armstrong(153))  # True
print(is_armstrong(370))  # True
print(is_armstrong(123))  # False
```"
Write a function to find sum and average of first n natural numbers.,"```python
def sum_and_avg_first_n(n):
    total = sum(range(1, n + 1))
    average = total / n
    return total, average

n = 5
sum_n, avg_n = sum_and_avg_first_n(n)
print(f""Sum of first {n} natural numbers: {sum_n}"")
print(f""Average of first {n} natural numbers: {avg_n}"")
```"
Write a python function to check whether the given number is even or not.,"```python
def is_even(number):
    if number % 2 == 0:
        return True
    else:
        return False
```"
Write a python function to find the first repeated character in a given string.,"```python
def find_first_repeated_char(input_str):
    chars_seen = set()
    
    for char in input_str:
        if char in chars_seen:
            return char
        chars_seen.add(char)
    
    return None

# Example usage
input_str = ""programming""
print(find_first_repeated_char(input_str))
```"
Write a function to get all lucid numbers smaller than or equal to a given integer.,"```python
def is_lucid_number(n):
    if n == 0:
        return False
    while n % 10 == 0:
        n //= 10
    return n == 1

def get_lucid_numbers(limit):
    lucid_numbers = []
    for i in range(1, limit+1):
        if is_lucid_number(i):
            lucid_numbers.append(i)
    return lucid_numbers

# Example usage
limit = 100
print(get_lucid_numbers(limit))
```"
Write a function to reverse words seperated by spaces in a given string.,"Here is a Python function that reverses words separated by spaces in a given string:

```python
def reverse_words(s):
    words = s.split()
    reversed_string = ' '.join(reversed(words))
    
    return reversed_string

# Test the function
input_string = ""Hello World""
output_string = reverse_words(input_string)
print(output_string)  # Output: ""World Hello""
```

You can use this function to reverse words in a given string separated by spaces."
Write a function to check if the given integer is a prime number.,"```python
def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True
```  "
Write a function to convert degrees to radians.,"import math

def degrees_to_radians(degrees):
    return degrees * math.pi / 180.0

# Testing the function
print(degrees_to_radians(180))  # Output should be approximately 3.14159"
"Write a function to search a string for a regex pattern. The function should return the matching subtring, a start index and an end index.","```python
import re

def search_string_for_pattern(input_string, pattern):
    result = re.search(pattern, input_string)
    
    if result:
        start_index = result.start()
        end_index = result.end()-1
        matching_substring = result.group()
        return matching_substring, start_index, end_index
    else:
        return None

# Example Usage
input_string = ""Hello, I have 5 apples and 3 oranges.""
pattern = r'\d+'
result = search_string_for_pattern(input_string, pattern)
print(result)
```"
Write a python function to find nth bell number.,"```python
def bell_number(n):
    bell = [[0 for i in range(n+1)] for j in range(n+1)]
    bell[0][0] = 1
    
    for i in range(1, n+1):
        bell[i][0] = bell[i-1][i-1]
        
        for j in range(1, i+1):
            bell[i][j] = bell[i-1][j-1] + bell[i][j-1]
    
    return bell[n][0]

print(bell_number(5))  # Example: finding 5th bell number
```"
"Write a python function which takes a list and returns a list with the same elements, but the k'th element removed.","```python
def remove_element(lst, k):
    return [element for index, element in enumerate(lst) if index != k]

# Example usage
original_list = [1, 2, 3, 4, 5]
k = 2
new_list = remove_element(original_list, k)
print(new_list)
```"
Write a function which given a matrix represented as a list of lists returns the max of the n'th column.,"```python
def max_nth_column(matrix, n):
    return max(row[n] for row in matrix)
```"
"Write a python function which takes a list of lists, where each sublist has two elements, and returns a list of two lists where the first list has the first element of each sublist and the second one has the second.","```python
def split_lists(input_list):
    first_elements = [sublist[0] for sublist in input_list]
    second_elements = [sublist[1] for sublist in input_list]
    return [first_elements, second_elements]

# Example usage
input_list = [[1, 'a'], [2, 'b'], [3, 'c']]
output_list = split_lists(input_list)
print(output_list)
```"
Write a function to find the cumulative sum of all the values that are present in the given tuple list.,"```python
def cumulative_sum(tuple_list):
    result = 0
    for tup in tuple_list:
        for val in tup:
            result += val
    return result

# Test the function
tuple_list = [(1, 2, 3), (4, 5, 6), (7, 8, 9)]
print(cumulative_sum(tuple_list))
```"
Write a function which takes a tuple of tuples and returns the average value for each tuple as a list.,"```python
def average_tuples(tup):
    return [sum(t) / len(t) for t in tup]

# Test the function
tuples = ((1, 2, 3), (4, 5, 6), (7, 8, 9))
result = average_tuples(tuples)
print(result)
```"
Write a function which takes two tuples of the same length and performs the element wise modulo.,"```python
def element_wise_modulo(t1, t2):
    return tuple(x % y for x, y in zip(t1, t2))
```"
"Write a function to check for the number of jumps required of given length to reach a point of form (d, 0) from origin in a 2d plane.","```python
def count_jumps_to_point(d, length):
    if d <= length:
        return 1
    else:
        return d // length + (1 if d % length != 0 else 0)

# Example usage
d = 5
length = 3
print(count_jumps_to_point(d, length))  # Output: 2
```"
