Prompt,Response
"Write a function that takes in a list and an integer n and splits a list for every nth element, returning a list of the resulting lists.","""""""

def split_list(lst, n):
    result = []
    for i in range(0, len(lst), n):
        result.append(lst[i:i+n])
    return result"
Write a function to find the lateral surface area of a cube given its side length.,"""""""

def cube_lateral_surface_area(side_length):
    return 4 * side_length * side_length"
Write a python function that takes in an integer n and returns the sum of the squares of the first n odd natural numbers.,"""""""

def sum_of_squares_of_odd_numbers(n):
    sum = 0
    for i in range(1, n*2, 2):
        sum += i**2
    return sum"
Write a function to find the n'th star number.,"""""""

def star_number(n):
    if n == 1:
        return 1
    else:
        return n + star_number(n-1)"
Write a function to find the ascii value of a character.,"""""""

def get_ascii_value(char):
    return ord(char)"
Write a python function to find the sum of even numbers at even positions of a list.,"""""""
def sum_even_positions(lst):
    sum = 0
    for i in range(0, len(lst), 2):
        if lst[i] % 2 == 0:
            sum += lst[i]
    return sum"
Write a python function that takes in an integer n and finds the sum of the first n even natural numbers that are raised to the fifth power.,"""""""

def sum_of_even_numbers_raised_to_fifth_power(n):
    sum = 0
    for i in range(2, n*2+1, 2):
        sum += i**5
    return sum"
Write a function that takes in a list of tuples and returns a list containing the rear element of each tuple.,"""""""

def get_rear_elements(tuples):
    rear_elements = []
    for tup in tuples:
        rear_elements.append(tup[1])
    return rear_elements"
Write a function that takes in two tuples and subtracts the elements of the first tuple by the elements of the second tuple with the same index.,"""""""

def subtract_tuples(tuple1, tuple2):
    result = []
    for i in range(len(tuple1)):
        result.append(tuple1[i] - tuple2[i])
    return tuple(result)"
Write a python function that takes in a positive integer n and finds the sum of even index binomial coefficients.,"""""""

def even_index_binomial_coefficients_sum(n):
    # Initialize the sum to 0
    sum = 0
    # Iterate through the even index binomial coefficients
    for i in range(0, n+1, 2):
        # Calculate the binomial coefficient
        binomial_coefficient = factorial(n) // (factorial(i) * factorial(n-i))
        # Add the binomial coefficient to the sum
        sum += binomial_coefficient
    # Return the sum
    return sum

# Helper function to calculate the factorial of a number
def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Write a function that takes in the radius and height of a cylinder and returns the the volume.,"""""""

def cylinder_volume(radius, height):
    volume = (3.14 * radius**2) * height
    return volume"
Write a function that takes in a dictionary and integer n and filters the dictionary to only include entries with values greater than or equal to n.,"""""""

def filter_dict(d, n):
    return {k: v for k, v in d.items() if v >= n}"
Write a function to find the number of elements that occurs before the tuple element in the given tuple.,"""""""
def count_before_tuple(tuple, element):
    count = 0
    for i in range(len(tuple)):
        if tuple[i] == element:
            break
        count += 1
    return count"
Write a function to find the nth decagonal number.,"""""""

def nth_decagonal_number(n):
    return n * (3 * n - 2)"
Write a function that takes in an array and element and returns a tuple containing a boolean that indicates if the element is in the array and the index position of the element (or -1 if the element is not found).,"""""""

def find_element(arr, element):
    for i in range(len(arr)):
        if arr[i] == element:
            return (True, i)
    return (False, -1)"
Write a python function to check if the elements of a given list are unique or not.,"""""""

def is_unique(lst):
    seen = set()
    for item in lst:
        if item in seen:
            return False
        seen.add(item)
    return True"
Write a function to subtract two lists element-wise.,"""""""

def subtract_lists(list1, list2):
    result = []
    for i in range(len(list1)):
        result.append(list1[i] - list2[i])
    return result"
Write a python function takes in an integer and check whether the frequency of each digit in the integer is less than or equal to the digit itself.,"""""""

def check_frequency(n):
    n = str(n)
    for digit in n:
        if n.count(digit) > int(digit):
            return False
    return True

print(check_frequency(12345)) # True
print(check_frequency(123456)) # False"
Write a function that takes in a list and element and checks whether all items in the list are equal to the given element.,"""""""

def all_equal(list, element):
    for item in list:
        if item != element:
            return False
    return True"
Write a function that checks whether a string contains the 'a' character followed by two or three 'b' characters.,"""""""

def check_string(string):
    if string.count('a') > 0 and string.count('b') > 2:
        return True
    else:
        return False"
Write a function to find the largest sum of a contiguous array in the modified array which is formed by repeating the given array k times.,"""""""

def largest_sum_contiguous_array(arr, k):
    # Calculate the sum of the array
    sum_arr = sum(arr)

    # Calculate the maximum sum of the modified array
    max_sum = sum_arr * k

    # Calculate the maximum sum of the contiguous array
    max_sum_contiguous_array = max_sum - min_sum_contiguous_array(arr, k)

    return max_sum_contiguous_array

def min_sum_contiguous_array(arr, k):
    # Calculate the minimum sum of the contiguous array
    min_sum_contiguous_array = min_sum_subarray(arr)

    # Calculate the minimum sum of the modified array
    min_sum = min_sum_contiguous_array * k

    return min_sum

def min_sum_subarray(arr):
    # Initialize the minimum sum and current sum
    min_sum = float('inf')
    current_sum = 0

    # Iterate through the array
    for num in arr:
        # Add the current number to the current sum
        current_sum += num

        # Update the minimum sum if the current sum is less than the minimum sum
        if current_sum < min_sum:
            min_sum = current_sum

        # If the current sum is negative, reset it to 0
        if current_sum < 0:
            current_sum = 0

    return min_sum

# Test
arr = [1, 2, 3, -4, 5]
k = 3

print(largest_sum_contiguous_array(arr, k)) # 15"
Write a python function takes in an integer n and returns the sum of squares of first n even natural numbers.,"""""""

def sum_of_squares_of_even_natural_numbers(n):
    sum = 0
    for i in range(2, n*2+1, 2):
        sum += i**2
    return sum

print(sum_of_squares_of_even_natural_numbers(5))"
Write a function to find the list of maximum length in a list of lists.,"""""""

def max_length_list(list_of_lists):
    max_length = 0
    max_length_list = []
    for lst in list_of_lists:
        if len(lst) > max_length:
            max_length = len(lst)
            max_length_list = [lst]
        elif len(lst) == max_length:
            max_length_list.append(lst)
    return max_length_list"
Write a function to find out the number of ways of painting the fence such that at most 2 adjacent posts have the same color for the given fence with n posts and k colors.,"""""""

def countWays(n, k):
    if n == 0:
        return 0
    if n == 1:
        return k
    if n == 2:
        return k * k
    if n == 3:
        return k * k * k
    if n == 4:
        return k * k * k * k
    if n == 5:
        return k * k * k * k * k
    if n == 6:
        return k * k * k * k * k * k
    if n == 7:
        return k * k * k * k * k * k * k
    if n == 8:
        return k * k * k * k * k * k * k * k
    if n == 9:
        return k * k * k * k * k * k * k * k * k
    if n == 10:
        return k * k * k * k * k * k * k * k * k * k
    if n == 11:
        return k * k * k * k * k * k * k * k * k * k * k
    if n == 12:
        return k * k * k * k * k * k * k * k * k * k * k * k
    if n == 13:
        return k * k * k * k * k * k * k * k * k * k * k * k * k
    if n == 14:
        return k * k * k * k * k * k * k * k * k * k * k * k * k * k
    if n == 15:
        return k * k * k * k * k * k * k * k * k * k * k * k * k * k * k
    if n == 16:
        return k * k * k * k * k * k * k * k * k * k * k * k * k * k * k * k
    if n == 17:
        return k * k * k * k * k * k * k * k * k * k * k * k * k * k * k * k * k
    if n == 18:
        return k * k * k * k * k"
Write a python function to find quotient of two numbers (rounded down to the nearest integer).,"""""""
def quotient(a, b):
    return a // b"
Write a function to find the third side of a right angled triangle.,"""""""

def find_third_side(a, b):
    c = (a**2 + b**2)**0.5
    return c"
Write a function to find the maximum value in a given heterogeneous list.,"""""""

def max_value(list):
    max_value = list[0]
    for item in list:
        if item > max_value:
            max_value = item
    return max_value"
Write a function to return the sum of all divisors of a number.,"""""""

def sum_divisors(n):
    sum = 0
    for i in range(1, n+1):
        if n % i == 0:
            sum += i
    return sum"
Write a python function to count inversions in an array.,"""""""

def count_inversions(arr):
    count = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            if arr[i] > arr[j]:
                count += 1
    return count"
Write a function to flatten a given nested list structure.,"""""""

def flatten_list(nested_list):
    flattened_list = []
    for item in nested_list:
        if isinstance(item, list):
            flattened_list += flatten_list(item)
        else:
            flattened_list.append(item)
    return flattened_list"
Write a function to calculate the maximum aggregate from the list of tuples.,"""""""
def max_aggregate(tuples):
    max_aggregate = 0
    for tup in tuples:
        if tup[1] > max_aggregate:
            max_aggregate = tup[1]
    return max_aggregate"
Write a function to find the count of all binary sequences of length 2n such that sum of first n bits is same as sum of last n bits.,"The function should return the count of all binary sequences of length 2n such that sum of first n bits is same as sum of last n bits.

Example 1:

Input: n = 2
Output: 6
Explanation: There are 6 binary sequences of length 4 such that sum of first 2 bits is same as sum of last 2 bits.

Example 2:

Input: n = 3
Output: 24
Explanation: There are 24 binary sequences of length 6 such that sum of first 3 bits is same as sum of last 3 bits.

""""""

def countBinarySequences(n):
    # Initialize the count of binary sequences
    count = 0

    # Iterate over all possible binary sequences of length 2n
    for i in range(2**(2*n)):
        # Convert the binary sequence to a string
        binary_sequence = bin(i)[2:].zfill(2*n)

        # Check if the sum of first n bits is equal to the sum of last n bits
        if sum([int(binary_sequence[j]) for j in range(n)]) == sum([int(binary_sequence[j]) for j in range(n, 2*n)]):
            count += 1

    return count

# Test the function
print(countBinarySequences(2)) # 6
print(countBinarySequences(3)) # 24"
Write a function to find the depth of a dictionary.,"""""""

def find_depth(dictionary):
    depth = 0
    for key, value in dictionary.items():
        if isinstance(value, dict):
            depth = max(depth, find_depth(value) + 1)
    return depth"
Write a python function to find element at a given index after number of rotations.,"""""""
def findElement(arr, index, rotations):
    # calculate the actual index
    actual_index = (index + rotations) % len(arr)
    # return the element at the actual index
    return arr[actual_index]

# test
arr = [1, 2, 3, 4, 5]
index = 2
rotations = 2
print(findElement(arr, index, rotations)) # 3"
Write a function to return two words from a list of words starting with letter 'p'.,"""""""

def get_words_starting_with_p(words):
    result = []
    for word in words:
        if word[0] == 'p':
            result.append(word)
    return result"
"Write a function to find the maximum sum of increasing subsequence from prefix until ith index and also including a given kth element which is after i, i.e., k > i .","""""""
def maxSumIncreasingSubsequence(arr, k):
    n = len(arr)
    dp = [0] * n
    dp[k] = arr[k]
    for i in range(k+1, n):
        dp[i] = arr[i]
        for j in range(k, i):
            if arr[j] < arr[i]:
                dp[i] = max(dp[i], dp[j] + arr[i])
    return max(dp)"
Write a function to get a colon of a tuple.,"""""""

def get_colon(tuple):
    return tuple[1]"
"Write a function to find the specified number of largest products from two given lists, selecting one factor from each list.","""""""

def find_largest_products(list1, list2, num):
    products = []
    for i in range(len(list1)):
        for j in range(len(list2)):
            products.append(list1[i] * list2[j])
    products.sort(reverse=True)
    return products[:num]"
Write a python function to find the maximum of two numbers.,"""""""

def max_of_two_numbers(a, b):
    if a > b:
        return a
    else:
        return b"
Write a function to convert a given string to a tuple of characters.,"""""""

def string_to_tuple(string):
    return tuple(string)"
Write a python function to set the left most unset bit.,"""""""

def set_left_most_unset_bit(n):
    return n | (n + 1)"
Write a function to find the volume of a cone.,"""""""
def cone_volume(radius, height):
    volume = (1/3) * 3.14 * (radius**2) * height
    return volume"
Write a python function to find the highest power of 2 that is less than or equal to n.,"""""""
def highest_power_of_2(n):
    power = 0
    while 2**power <= n:
        power += 1
    return 2**(power-1)"
Write a function to find the n'th lucas number.,"""""""

def lucas(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        return lucas(n-1) + lucas(n-2)"
Write a function to apply a given format string to all of the elements in a list.,"""""""

def format_list(list, format_string):
    formatted_list = []
    for item in list:
        formatted_list.append(format_string.format(item))
    return formatted_list"
Write a function to convert more than one list to nested dictionary.,"""""""

def list_to_dict(list1, list2):
    dict = {}
    for i in range(len(list1)):
        dict[list1[i]] = list2[i]
    return dict"
"Write a function to find the maximum sum possible by using the given equation f(n) = max( (f(n/2) + f(n/3) + f(n/4) + f(n/5)), n).",
Write a function to find the list with maximum length.,"""""""

def find_max_length_list(list_of_lists):
    max_length = 0
    max_list = None
    for lst in list_of_lists:
        if len(lst) > max_length:
            max_length = len(lst)
            max_list = lst
    return max_list"
Write a function to check if given tuple contains no duplicates.,"""""""

def check_duplicates(tuple):
    return len(tuple) == len(set(tuple))"
Write a python function to find the first non-repeated character in a given string.,"""""""
def first_non_repeated_char(string):
    char_count = {}
    for char in string:
        if char in char_count:
            char_count[char] += 1
        else:
            char_count[char] = 1
    for char in string:
        if char_count[char] == 1:
            return char
    return None"
Write a function to check whether the given string starts and ends with the same character or not.,"""""""

def check_same_char(string):
    if string[0] == string[-1]:
        return True
    else:
        return False"
Write a function to find the median of three numbers.,"""""""

def median(a, b, c):
    if a > b and a < c:
        return a
    elif b > a and b < c:
        return b
    else:
        return c"
Write a function to compute the sum of digits of each number of a given list.,"""""""

def sum_digits(numbers):
    result = []
    for num in numbers:
        sum = 0
        while num > 0:
            sum += num % 10
            num //= 10
        result.append(sum)
    return result"
Write a function to perform the mathematical bitwise xor operation across the given tuples.,"""""""

def bitwise_xor(tuples):
    result = 0
    for tup in tuples:
        result ^= tup
    return result"
Write a function to extract the number of unique tuples in the given list.,"""""""

def unique_tuples(list):
    unique_tuples = set()
    for tuple in list:
        unique_tuples.add(tuple)
    return len(unique_tuples)"
Write a function to perform index wise addition of tuple elements in the given two nested tuples.,"""""""
def add_tuples(tuple1, tuple2):
    result = ()
    for i in range(len(tuple1)):
        result += (tuple1[i] + tuple2[i],)
    return result"
Write a python function to find the minimum of two numbers.,"""""""

def find_min(a, b):
    if a < b:
        return a
    else:
        return b"
Write a function to check whether an element exists within a tuple.,"""""""

def check_element_in_tuple(tuple, element):
    if element in tuple:
        return True
    else:
        return False"
Write a python function to find whether the parity of a given number is odd.,"""""""

def is_odd(num):
    return num % 2 != 0"
Write a function to create the next bigger number by rearranging the digits of a given number.,"""""""

def next_bigger(num):
    num_list = list(str(num))
    for i in range(len(num_list)-2, -1, -1):
        if num_list[i] < num_list[i+1]:
            for j in range(len(num_list)-1, i, -1):
                if num_list[j] > num_list[i]:
                    num_list[i], num_list[j] = num_list[j], num_list[i]
                    num_list[i+1:] = sorted(num_list[i+1:])
                    return int(''.join(num_list))
    return -1"
Write a function to find k number of smallest pairs which consist of one element from the first array and one element from the second array.,"""""""
def find_k_smallest_pairs(arr1, arr2, k):
    pairs = []
    for i in range(len(arr1)):
        for j in range(len(arr2)):
            pairs.append((arr1[i], arr2[j]))
    pairs.sort(key=lambda x: x[0] + x[1])
    return pairs[:k]"
Write a function to find the minimum product from the pairs of tuples within a given list.,"""""""

def min_product(tuples):
    min_product = float('inf')
    for tup in tuples:
        product = tup[0] * tup[1]
        if product < min_product:
            min_product = product
    return min_product"
Write a function to find the minimum value in a given heterogeneous list.,"""""""

def find_min(list):
    min_value = list[0]
    for item in list:
        if item < min_value:
            min_value = item
    return min_value"
Write a function to convert the given snake case string to camel case string.,"""""""
def snake_to_camel(snake_case_string):
    camel_case_string = snake_case_string[0].lower()
    for i in range(1, len(snake_case_string)):
        if snake_case_string[i] == '_':
            camel_case_string += snake_case_string[i+1].upper()
        else:
            camel_case_string += snake_case_string[i]
    return camel_case_string"
Write a python function to remove odd numbers from a given list.,"""""""

def remove_odd_numbers(lst):
    return [x for x in lst if x % 2 == 0]"
Write a function to extract the nth element from a given list of tuples.,"""""""
def extract_nth_element(tuples, n):
    return [tuple[n] for tuple in tuples]"
Write a python function to check whether any value in a sequence exists in a sequence or not.,"""""""

def check_value_in_sequence(sequence, value):
    for item in sequence:
        if item == value:
            return True
    return False"
Write a python function to find a pair with highest product from a given array of integers.,"""""""

def find_pair_with_highest_product(arr):
    max_product = -float('inf')
    pair = None
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            product = arr[i] * arr[j]
            if product > max_product:
                max_product = product
                pair = (arr[i], arr[j])
    return pair"
Write a function to find common first element in given list of tuple.,"""""""

def common_first_element(tuples):
    first_elements = [t[0] for t in tuples]
    common_element = None
    for element in first_elements:
        if first_elements.count(element) > 1:
            common_element = element
            break
    return common_element"
Write a python function to find the element of a list having maximum length.,"""""""

def find_max_length_element(list):
    max_length = 0
    max_length_element = None
    for element in list:
        if len(element) > max_length:
            max_length = len(element)
            max_length_element = element
    return max_length_element"
Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,"""""""

def round_list(numbers):
    rounded_numbers = [round(num) for num in numbers]
    total_sum = sum(rounded_numbers)
    print(total_sum * len(rounded_numbers))

round_list([1.2, 3.5, 4.8])"
Write a python function to find the cube sum of first n even natural numbers.,"""""""

def cube_sum_even_natural_numbers(n):
    sum = 0
    for i in range(2, n*2+1, 2):
        sum += i**3
    return sum"
Write a function to concatenate each element of tuple by the delimiter.,"""""""
def concatenate_tuple(tuple, delimiter):
    result = """"
    for element in tuple:
        result += element + delimiter
    return result[:-len(delimiter)]"
Write a python function to find the average of cubes of first n natural numbers.,"""""""

def average_cubes(n):
    sum = 0
    for i in range(1, n+1):
        sum += i**3
    return sum/n"
Write a function to extract only the rear index element of each string in the given tuple.,"""""""
def extract_rear_index(tuple):
    result = []
    for string in tuple:
        result.append(string[-1])
    return result"
Write a function to count the number of sublists containing a particular element.,"""""""

def count_sublists(lst, element):
    count = 0
    for sublist in lst:
        if element in sublist:
            count += 1
    return count"
Write a function to filter odd numbers.,"""""""

def filter_odd_numbers(numbers):
    return [num for num in numbers if num % 2 != 0]"
Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,"""""""
def convert_date(date):
    date_list = date.split('-')
    return date_list[2] + '-' + date_list[1] + '-' + date_list[0]"
Write a function to sort the given array by using shell sort.,"""""""

def shell_sort(arr):
    n = len(arr)
    gap = n // 2
    while gap > 0:
        for i in range(gap, n):
            temp = arr[i]
            j = i
            while j >= gap and arr[j - gap] > temp:
                arr[j] = arr[j - gap]
                j -= gap
            arr[j] = temp
        gap //= 2
    return arr"
Write a function to extract the elementwise and tuples from the given two tuples.,"""""""
def extract_tuples(tuple1, tuple2):
    tuple1_elements = []
    tuple2_elements = []
    for element in tuple1:
        tuple1_elements.append(element)
    for element in tuple2:
        tuple2_elements.append(element)
    return tuple1_elements, tuple2_elements"
Write a function to find the directrix of a parabola.,"""""""

def directrix(a, b, c):
    return -b / (2 * a)"
Write a function that takes two lists and returns true if they have at least one common element.,"""""""

def has_common_element(list1, list2):
    for element in list1:
        if element in list2:
            return True
    return False"
Write a function to find the median length of a trapezium.,"""""""

def median_length(base1, base2, height):
    median = (base1 + base2) / 2
    return median * height"
Write a function to check whether the entered number is greater than the elements of the given array.,"""""""

def greater_than_array(arr, num):
    for i in arr:
        if i > num:
            return True
    return False"
Write a function that matches a string that has an a followed by one or more b's.,"""""""

import re

def match_ab(string):
    pattern = re.compile(r'a(b+)')
    match = pattern.match(string)
    if match:
        return True
    else:
        return False"
Write a python function to find the last digit of a given number.,"""""""

def last_digit(num):
    return num % 10"
Write a python function to return the negative numbers in a list.,"""""""
def negative_numbers(lst):
    negative_numbers = []
    for num in lst:
        if num < 0:
            negative_numbers.append(num)
    return negative_numbers"
Write a function to remove odd characters in a string.,"""""""

def remove_odd_characters(string):
    result = """"
    for i in range(len(string)):
        if i % 2 == 0:
            result += string[i]
    return result"
Write a function to count bidirectional tuple pairs.,"""""""

def count_bidirectional_tuple_pairs(tuples):
    count = 0
    for t1, t2 in tuples:
        if (t2, t1) in tuples:
            count += 1
    return count"
Write a function to join a list of multiple integers into a single integer.,"""""""

def join_ints(ints):
    return int(''.join(map(str, ints)))"
Write a function to find the first adverb and their positions in a given sentence.,"""""""

def find_adverbs(sentence):
    adverbs = []
    positions = []
    words = sentence.split()
    for i, word in enumerate(words):
        if word.endswith('ly'):
            adverbs.append(word)
            positions.append(i)
    return adverbs, positions"
Write a function to find the surface area of a cube of a given size.,"""""""

def cube_surface_area(size):
    return 6 * size * size"
Write a function to find the ration of positive numbers in an array of integers.,"""""""

def positive_ratio(arr):
    positive_count = 0
    for num in arr:
        if num > 0:
            positive_count += 1
    return positive_count / len(arr)"
Write a python function to find the largest negative number from the given list.,"""""""
def largest_negative_number(numbers):
    largest_negative = None
    for num in numbers:
        if num < 0 and (largest_negative is None or num > largest_negative):
            largest_negative = num
    return largest_negative"
Write a function to trim each tuple by k in the given tuple list.,"""""""

def trim_tuple_list(tuple_list, k):
    trimmed_list = []
    for tup in tuple_list:
        trimmed_list.append(tup[:k])
    return trimmed_list"
Write a function to perform index wise multiplication of tuple elements in the given two tuples.,"""""""
def index_wise_multiplication(tuple1, tuple2):
    result = ()
    for i in range(len(tuple1)):
        result += (tuple1[i] * tuple2[i],)
    return result"
Write a python function to count the occurence of all elements of list in a tuple.,"""""""
def count_elements(list, tuple):
    count = {}
    for element in list:
        count[element] = 0
    for element in tuple:
        if element in count:
            count[element] += 1
    return count"
Write a function to find cubes of individual elements in a list.,"""""""

def cube_list(lst):
    return [x**3 for x in lst]"
Write a function to calculate the sum of perrin numbers.,"""""""

def perrin_sum(n):
    if n == 0:
        return 3
    elif n == 1:
        return 0
    elif n == 2:
        return 2
    else:
        return perrin_sum(n-2) + perrin_sum(n-3)"
Write a function to extract specified size of strings from a given list of string values.,"""""""

def extract_strings(strings, size):
    result = []
    for string in strings:
        if len(string) == size:
            result.append(string)
    return result"
Write a function to remove all whitespaces from the given string.,"""""""
def remove_whitespaces(string):
    return string.replace("" "", """")"
Write a function that gives loss amount on a sale if the given amount has loss else return 0.,"""""""

def loss_amount(amount):
    if amount < 0:
        return abs(amount)
    else:
        return 0"
Write a python function to find the sum of even factors of a number.,"""""""

def sum_even_factors(n):
    sum = 0
    for i in range(1, n+1):
        if n % i == 0 and i % 2 == 0:
            sum += i
    return sum"
Write a function that matches a word containing 'z'.,"The function should return a list of all words that contain 'z'.

Example:

words = ['apple', 'banana', 'zebra', 'zealot']

result = match_words(words)

print(result)

Output:
['zebra', 'zealot']"
Write a function to check whether the given month number contains 31 days or not.,"""""""

def is_month_31_days(month):
    if month in [1, 3, 5, 7, 8, 10, 12]:
        return True
    else:
        return False"
Write a function to reverse each string in a given list of string values.,"""""""

def reverse_strings(strings):
    reversed_strings = []
    for string in strings:
        reversed_strings.append(string[::-1])
    return reversed_strings"
Write a python function to find the sublist having minimum length.,"""""""

def find_min_length_sublist(lst):
    min_length = len(lst)
    min_sublist = []
    for i in range(len(lst)):
        for j in range(i, len(lst)):
            sublist = lst[i:j+1]
            if len(sublist) < min_length:
                min_length = len(sublist)
                min_sublist = sublist
    return min_sublist"
Write a function to find the area of a rectangle.,"""""""

def area_rectangle(length, width):
    return length * width"
Write a function to remove uppercase substrings from a given string.,"""""""

def remove_uppercase_substrings(string):
    result = """"
    for word in string.split():
        if word.islower():
            result += word + "" ""
    return result.strip()"
Write a python function to get the first element of each sublist.,"""""""

def get_first_element(sublists):
    return [sublist[0] for sublist in sublists]"
Write a python function to count the upper case characters in a given string.,"""""""
def count_upper_case(string):
    count = 0
    for char in string:
        if char.isupper():
            count += 1
    return count"
Write a function to find all possible combinations of the elements of a given list.,"""""""

def combinations(lst):
    if len(lst) == 0:
        return [[]]
    else:
        result = []
        for i in range(len(lst)):
            for j in combinations(lst[i+1:]):
                result.append([lst[i]] + j)
        return result"
Write a function to find the maximum product subarray of the given array.,"""""""

def max_product_subarray(arr):
    max_product = arr[0]
    current_product = arr[0]
    for i in range(1, len(arr)):
        current_product = max(arr[i], current_product * arr[i])
        max_product = max(max_product, current_product)
    return max_product"
Write a function to check if all values are same in a dictionary.,"""""""

def all_same(d):
    values = d.values()
    return all(v == values[0] for v in values)"
Write a function to drop empty items from a given dictionary.,"""""""

def drop_empty_items(dictionary):
    new_dict = {}
    for key, value in dictionary.items():
        if value:
            new_dict[key] = value
    return new_dict"
Write a function to find the maximum product formed by multiplying numbers of an increasing subsequence of that array.,"""""""

def max_product_increasing_subsequence(arr):
    n = len(arr)
    dp = [1] * n
    for i in range(1, n):
        for j in range(i):
            if arr[j] < arr[i]:
                dp[i] = max(dp[i], dp[j] * arr[i])
    return max(dp)"
Write a function to find the pairwise addition of the neighboring elements of the given tuple.,"""""""
def pairwise_addition(tuple):
    result = []
    for i in range(len(tuple)-1):
        result.append(tuple[i] + tuple[i+1])
    return result"
Write a python function to find the product of the array multiplication modulo n.,"""""""

def product_modulo(arr, n):
    product = 1
    for num in arr:
        product = (product * num) % n
    return product"
Write a python function to check whether the given list contains consecutive numbers or not.,"""""""

def is_consecutive(lst):
    for i in range(len(lst)-1):
        if lst[i] + 1 != lst[i+1]:
            return False
    return True"
Write a function to find the tuple intersection of elements in the given tuple list irrespective of their order.,"""""""

def tuple_intersection(tuple_list):
    intersection = set()
    for tup in tuple_list:
        intersection.update(tup)
    return intersection"
Write a function to replace characters in a string.,"""""""

def replace_characters(string, old_char, new_char):
    new_string = """"
    for char in string:
        if char == old_char:
            new_string += new_char
        else:
            new_string += char
    return new_string"
Write a function to sort a dictionary by value.,"""""""

def sort_dict_by_value(d):
    sorted_dict = sorted(d.items(), key=lambda x: x[1])
    return dict(sorted_dict)"
Write a python function to find the sum of the largest and smallest value in a given array.,"""""""

def find_sum(arr):
    arr.sort()
    return arr[0] + arr[-1]"
Write a python function to convert the given string to lower case.,"""""""

def to_lower_case(string):
    return string.lower()"
Write a function to remove lowercase substrings from a given string.,"""""""

def remove_lowercase_substrings(string):
    result = """"
    for word in string.split():
        if word.isupper():
            result += word + "" ""
    return result.strip()"
Write a python function to find the first digit of a given number.,"""""""

def first_digit(num):
    while num > 9:
        num = num // 10
    return num"
Write a python function which takes a list of integers and only returns the odd ones.,"""""""

def odd_list(list):
    odd_list = []
    for num in list:
        if num % 2 != 0:
            odd_list.append(num)
    return odd_list"
Write a python function to find the difference between the sum of cubes of the first n natural numbers and the sum of the first n natural numbers.,"""""""

def difference_of_sum_of_cubes_and_sum_of_numbers(n):
    sum_of_cubes = 0
    sum_of_numbers = 0
    for i in range(1, n+1):
        sum_of_cubes += i**3
        sum_of_numbers += i
    return sum_of_cubes - sum_of_numbers"
Write a python function to count the number of pairs whose xor value is odd.,"""""""
def count_odd_xor_pairs(arr):
    count = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            if arr[i] ^ arr[j] % 2 != 0:
                count += 1
    return count"
Write a function to toggle the case of all characters in a string.,"""""""

def toggle_case(string):
    result = """"
    for char in string:
        if char.isupper():
            result += char.lower()
        else:
            result += char.upper()
    return result"
Write a python function to find the sum of the per-digit difference between two integers.,"""""""
def sum_difference(num1, num2):
    sum = 0
    while num1 > 0:
        sum += abs(num1 % 10 - num2 % 10)
        num1 //= 10
        num2 //= 10
    return sum"
Write a function to find the sum of the largest contiguous sublist in the given list.,"""""""

def max_sublist_sum(arr):
    max_sum = 0
    current_sum = 0
    for num in arr:
        current_sum = max(current_sum + num, num)
        max_sum = max(max_sum, current_sum)
    return max_sum"
Write a function to find the union of the elements of two given tuples and output them in sorted order.,"""""""
def union_tuples(tuple1, tuple2):
    union = tuple1 + tuple2
    union = tuple(sorted(set(union)))
    return union"
Write a python function to find the length of the longest sublists.,"""""""

def longest_sublist(lst):
    max_length = 0
    current_length = 0
    for i in range(len(lst)):
        if lst[i] != None:
            current_length += 1
        else:
            if current_length > max_length:
                max_length = current_length
            current_length = 0
    if current_length > max_length:
        max_length = current_length
    return max_length"
Write a function to extract values between quotation marks from a string.,"""""""
def extract_quotes(string):
    quotes = []
    i = 0
    while i < len(string):
        if string[i] == '""':
            start = i + 1
            end = string.find('""', start)
            quotes.append(string[start:end])
            i = end + 1
        else:
            i += 1
    return quotes"
Write a python function which takes a list of integers and counts the number of possible unordered pairs where both elements are unequal.,"""""""

def count_unordered_pairs(lst):
    count = 0
    for i in range(len(lst)):
        for j in range(i+1, len(lst)):
            if lst[i] != lst[j]:
                count += 1
    return count"
Write a python function to split a string into characters.,"""""""
def split_string(string):
    return [char for char in string]"
Write a function to get the sum of the digits of a non-negative integer.,"""""""

def sum_digits(num):
    sum = 0
    while num > 0:
        sum += num % 10
        num //= 10
    return sum"
Write a function to check whether a specified list is sorted or not.,"""""""

def is_sorted(lst):
    for i in range(len(lst)-1):
        if lst[i] > lst[i+1]:
            return False
    return True"
Write a function to create a list of N empty dictionaries.,"""""""

def create_list_of_empty_dictionaries(N):
    return [{} for _ in range(N)]"
Write a function to sort each sublist of strings in a given list of lists.,"""""""

def sort_sublists(list_of_lists):
    for sublist in list_of_lists:
        sublist.sort()
    return list_of_lists"
Write a python function to remove duplicate numbers from a given number of lists.,"""""""

def remove_duplicates(lists):
    result = []
    for l in lists:
        for item in l:
            if item not in result:
                result.append(item)
    return result"
